,AGREEMENT_RK,TARGET,AGE,SOCSTATUS_WORK_FL,SOCSTATUS_PENS_FL,GENDER,CHILD_TOTAL,DEPENDANTS,PERSONAL_INCOME,LOAN_NUM_TOTAL,LOAN_NUM_CLOSED,TARGET_TXT,SOCSTATUS_WORK_FL_TXT,SOCSTATUS_PENS_FL_TXT,GENDER_TXT
9587,66325262,0,51,1,0,1,2,0,10000.0,2,2,отклика нет,работает,не пенсионер,мужчина
9588,66325270,0,26,1,0,1,1,1,9500.0,2,2,отклика нет,работает,не пенсионер,мужчина
9589,66325303,0,28,1,0,0,2,2,17000.0,3,3,отклика нет,работает,не пенсионер,женщина
9590,66325360,0,38,1,0,1,1,1,8000.0,2,2,отклика нет,работает,не пенсионер,мужчина
9591,66325380,0,62,0,1,1,0,0,9000.0,2,2,отклика нет,не работает,пенсионер,мужчина
9592,66325701,0,34,1,0,1,2,2,10000.0,2,2,отклика нет,работает,не пенсионер,мужчина
9593,66325735,0,27,1,0,0,2,3,30000.0,2,2,отклика нет,работает,не пенсионер,женщина
9594,66326023,0,44,1,0,1,2,1,5000.0,2,2,отклика нет,работает,не пенсионер,мужчина
9595,66326363,0,25,1,0,0,0,0,10500.0,6,6,отклика нет,работает,не пенсионер,женщина
9596,66326365,0,56,1,0,1,2,0,8500.0,2,2,отклика нет,работает,не пенсионер,мужчина
9597,66327043,0,35,1,0,0,2,2,25000.0,1,1,отклика нет,работает,не пенсионер,женщина
9598,66327197,0,37,1,0,1,1,1,10000.0,2,2,отклика нет,работает,не пенсионер,мужчина
9599,66327234,0,44,1,0,1,0,0,5800.0,3,3,отклика нет,работает,не пенсионер,мужчина
9600,66327271,0,57,1,0,1,1,0,12000.0,3,3,отклика нет,работает,не пенсионер,мужчина
9601,66327318,0,30,1,0,0,2,2,9300.0,2,2,отклика нет,работает,не пенсионер,женщина
9602,66327358,0,41,1,0,1,2,2,7000.0,3,3,отклика нет,работает,не пенсионер,мужчина
9603,66327751,0,52,1,0,1,0,0,9000.0,2,2,отклика нет,работает,не пенсионер,мужчина
9604,66328025,0,39,1,0,1,2,2,8000.0,2,2,отклика нет,работает,не пенсионер,мужчина
9605,66328150,0,39,1,0,1,1,0,10000.0,3,3,отклика нет,работает,не пенсионер,мужчина
9606,66328806,0,34,1,0,0,2,2,27000.0,2,2,отклика нет,работает,не пенсионер,женщина
9607,66328850,0,52,1,0,1,0,0,6500.0,2,2,отклика нет,работает,не пенсионер,мужчина
9608,66328907,0,35,1,0,0,1,1,10000.0,2,2,отклика нет,работает,не пенсионер,женщина
9609,66328915,0,48,1,0,1,2,2,6000.0,2,2,отклика нет,работает,не пенсионер,мужчина
9610,66328934,1,45,1,0,1,1,1,10000.0,2,2,отклик,работает,не пенсионер,мужчина
9611,66329126,0,24,1,0,0,1,1,10000.0,3,3,отклика нет,работает,не пенсионер,женщина
9612,66329169,1,36,1,0,1,2,1,15000.0,2,2,отклик,работает,не пенсионер,мужчина
9613,66329657,0,56,1,0,1,2,0,7000.0,3,3,отклика нет,работает,не пенсионер,мужчина
9614,66329839,0,31,1,0,0,1,1,23000.0,2,2,отклика нет,работает,не пенсионер,женщина
9615,66330037,0,53,1,0,0,0,0,8000.0,2,2,отклика нет,работает,не пенсионер,женщина
9616,66330369,0,44,1,0,0,0,0,7500.0,2,2,отклика нет,работает,не пенсионер,женщина
9617,66330404,0,40,1,0,0,1,1,15000.0,2,2,отклика нет,работает,не пенсионер,женщина
9618,66330631,0,40,1,0,1,3,2,7000.0,2,2,отклика нет,работает,не пенсионер,мужчина
9619,66330709,0,37,1,0,1,2,2,15000.0,3,3,отклика нет,работает,не пенсионер,мужчина
9620,66330793,0,51,1,0,1,1,1,12000.0,2,2,отклика нет,работает,не пенсионер,мужчина
9621,66330851,0,42,1,0,1,1,1,4000.0,2,2,отклика нет,работает,не пенсионер,мужчина
9622,66330964,0,35,1,0,1,2,2,9000.0,3,3,отклика нет,работает,не пенсионер,мужчина
9623,66331335,0,56,0,1,1,2,0,4000.0,2,2,отклика нет,не работает,пенсионер,мужчина
9624,66331336,0,38,1,0,1,1,1,15000.0,3,3,отклика нет,работает,не пенсионер,мужчина
9625,66331600,0,37,1,0,1,2,2,5000.0,3,3,отклика нет,работает,не пенсионер,мужчина
9626,66331697,0,27,1,0,0,1,1,10300.0,2,2,отклика нет,работает,не пенсионер,женщина
9627,66331820,0,39,1,0,1,2,2,10000.0,5,5,отклика нет,работает,не пенсионер,мужчина
9628,66332002,0,36,1,0,0,0,0,15000.0,3,3,отклика нет,работает,не пенсионер,женщина
9629,66332082,0,51,1,0,0,0,0,6500.0,3,3,отклика нет,работает,не пенсионер,женщина
9630,66332146,0,32,1,0,1,1,1,10000.0,2,2,отклика нет,работает,не пенсионер,мужчина
9631,66332205,0,49,1,0,1,2,1,6000.0,2,2,отклика нет,работает,не пенсионер,мужчина
9632,66332255,0,30,1,0,1,1,1,10000.0,3,3,отклика нет,работает,не пенсионер,мужчина
9633,66332466,0,41,1,0,1,2,2,18000.0,3,3,отклика нет,работает,не пенсионер,мужчина
9634,66332501,0,34,1,0,1,0,0,8000.0,2,2,отклика нет,работает,не пенсионер,мужчина
9635,66332620,0,40,1,0,0,1,1,12000.0,2,2,отклика нет,работает,не пенсионер,женщина
9636,66332727,0,39,1,0,1,1,1,5000.0,2,2,отклика нет,работает,не пенсионер,мужчина
9637,66332765,0,56,1,0,1,0,0,10000.0,2,2,отклика нет,работает,не пенсионер,мужчина
9638,66332814,0,53,1,0,1,2,0,8000.0,3,3,отклика нет,работает,не пенсионер,мужчина
9639,66332851,1,45,1,0,0,3,2,18000.0,3,3,отклик,работает,не пенсионер,женщина
9640,66333035,0,48,1,0,1,0,0,5000.0,2,2,отклика нет,работает,не пенсионер,мужчина
9641,66333080,0,36,1,0,1,1,1,14000.0,2,2,отклика нет,работает,не пенсионер,мужчина
9642,66333381,1,38,1,0,0,3,3,10000.0,2,2,отклик,работает,не пенсионер,женщина
9643,66333423,0,60,0,1,1,2,0,4500.0,2,2,отклика нет,не работает,пенсионер,мужчина
9644,66333619,0,47,1,0,1,1,0,13000.0,2,2,отклика нет,работает,не пенсионер,мужчина
9645,66333685,0,61,0,1,1,0,0,6000.0,2,2,отклика нет,не работает,пенсионер,мужчина
9646,66333702,0,35,1,0,1,3,3,15000.0,6,5,отклика нет,работает,не пенсионер,мужчина
9647,66333745,0,29,1,0,1,0,0,12000.0,3,3,отклика нет,работает,не пенсионер,мужчина
9648,66333790,0,40,1,0,1,2,1,13000.0,4,4,отклика нет,работает,не пенсионер,мужчина
9649,66334066,0,35,1,0,1,1,1,15000.0,4,4,отклика нет,работает,не пенсионер,мужчина
9650,66334152,0,25,1,0,1,1,1,6000.0,3,3,отклика нет,работает,не пенсионер,мужчина
9651,66334400,0,51,1,0,1,0,0,7500.0,2,2,отклика нет,работает,не пенсионер,мужчина
9652,66334810,0,28,1,0,0,1,1,10000.0,2,2,отклика нет,работает,не пенсионер,женщина
9653,66335436,0,50,1,0,1,2,2,5000.0,3,3,отклика нет,работает,не пенсионер,мужчина
9654,66335733,0,29,1,0,1,1,1,15000.0,2,2,отклика нет,работает,не пенсионер,мужчина
9655,66335830,0,48,1,0,1,2,1,6000.0,3,2,отклика нет,работает,не пенсионер,мужчина
9656,66336048,0,31,1,0,0,1,1,15000.0,3,3,отклика нет,работает,не пенсионер,женщина
9657,66336050,0,32,1,0,1,1,1,10000.0,3,3,отклика нет,работает,не пенсионер,мужчина
9658,66401525,0,63,0,1,1,1,0,5300.0,2,2,отклика нет,не работает,пенсионер,мужчина
9659,66402537,0,31,1,0,0,0,0,12000.0,2,2,отклика нет,работает,не пенсионер,женщина
9660,66402823,0,26,1,0,0,1,1,11000.0,2,2,отклика нет,работает,не пенсионер,женщина
9661,66403829,0,39,1,0,1,1,1,6000.0,2,2,отклика нет,работает,не пенсионер,мужчина
9662,66404328,0,33,1,0,1,2,2,6000.0,2,2,отклика нет,работает,не пенсионер,мужчина
9663,66404404,0,31,1,0,1,2,2,6000.0,2,2,отклика нет,работает,не пенсионер,мужчина
9664,66404898,0,50,1,0,0,0,0,6000.0,3,3,отклика нет,работает,не пенсионер,женщина
9665,66404899,0,36,1,0,0,1,1,16000.0,4,4,отклика нет,работает,не пенсионер,женщина
9666,66405434,0,27,1,0,1,1,1,10000.0,2,2,отклика нет,работает,не пенсионер,мужчина
9667,66405513,0,31,1,0,0,1,1,12000.0,1,1,отклика нет,работает,не пенсионер,женщина
9668,66405835,0,23,1,0,1,0,0,15000.0,1,1,отклика нет,работает,не пенсионер,мужчина
9669,66405957,0,22,1,0,1,0,0,15000.0,1,1,отклика нет,работает,не пенсионер,мужчина
9670,66405999,0,55,1,0,0,0,0,5500.0,3,2,отклика нет,работает,не пенсионер,женщина
9671,66406945,0,44,1,0,1,1,1,9000.0,2,2,отклика нет,работает,не пенсионер,мужчина
9672,66407074,1,22,1,0,1,0,0,15000.0,1,1,отклик,работает,не пенсионер,мужчина
9673,66407163,0,57,1,0,1,0,1,20000.0,5,5,отклика нет,работает,не пенсионер,мужчина
9674,66407326,0,26,1,0,1,0,0,15000.0,1,1,отклика нет,работает,не пенсионер,мужчина
9675,66407488,0,30,1,0,1,0,0,15000.0,1,1,отклика нет,работает,не пенсионер,мужчина
9676,66407546,0,31,1,0,1,2,2,9000.0,3,3,отклика нет,работает,не пенсионер,мужчина
9677,66408686,0,24,1,0,1,0,0,15000.0,1,1,отклика нет,работает,не пенсионер,мужчина
9678,66408771,0,41,1,0,1,1,0,12000.0,4,4,отклика нет,работает,не пенсионер,мужчина
9679,66408811,0,27,1,0,0,1,1,15000.0,2,2,отклика нет,работает,не пенсионер,женщина
9680,66409304,0,49,0,1,1,1,0,6000.0,2,2,отклика нет,не работает,пенсионер,мужчина
9681,66409329,0,36,1,0,0,1,1,16000.0,4,4,отклика нет,работает,не пенсионер,женщина
9682,66409401,0,22,1,0,1,0,0,20000.0,1,1,отклика нет,работает,не пенсионер,мужчина
9683,66409412,0,26,1,0,1,1,1,16000.0,1,1,отклика нет,работает,не пенсионер,мужчина
9684,66409426,0,39,1,0,1,1,0,10000.0,3,3,отклика нет,работает,не пенсионер,мужчина
9685,66409624,0,43,1,0,1,2,1,12000.0,3,3,отклика нет,работает,не пенсионер,мужчина
9686,66409793,0,23,1,0,1,0,0,15000.0,1,1,отклика нет,работает,не пенсионер,мужчина
9687,66409970,0,60,1,0,0,0,0,17000.0,2,2,отклика нет,работает,не пенсионер,женщина
9688,66410388,0,52,1,1,1,5,0,5000.0,2,2,отклика нет,работает,пенсионер,мужчина
9689,66410461,0,58,1,1,1,2,0,12000.0,2,2,отклика нет,работает,пенсионер,мужчина
9690,66410799,0,23,1,0,1,1,1,16000.0,1,1,отклика нет,работает,не пенсионер,мужчина
9691,66411151,0,52,1,0,1,0,0,13000.0,2,2,отклика нет,работает,не пенсионер,мужчина
9692,66411317,0,31,1,0,1,1,1,6000.0,2,2,отклика нет,работает,не пенсионер,мужчина
9693,66411353,0,46,1,0,1,1,1,20000.0,1,1,отклика нет,работает,не пенсионер,мужчина
9694,66411480,1,25,1,0,1,1,1,16000.0,1,1,отклик,работает,не пенсионер,мужчина
9695,66411790,1,23,1,0,1,0,0,13000.0,1,1,отклик,работает,не пенсионер,мужчина
9696,66411910,0,37,1,0,0,0,0,19000.0,1,1,отклика нет,работает,не пенсионер,женщина
9697,66412017,0,44,1,0,1,1,1,15000.0,2,2,отклика нет,работает,не пенсионер,мужчина
9698,66412065,0,52,1,0,1,2,0,10000.0,2,2,отклика нет,работает,не пенсионер,мужчина
9699,66412104,0,53,1,0,1,2,2,6000.0,2,2,отклика нет,работает,не пенсионер,мужчина
9700,66412127,0,25,1,0,1,0,0,15000.0,1,1,отклика нет,работает,не пенсионер,мужчина
9701,66412142,0,42,1,0,0,1,0,10000.0,2,2,отклика нет,работает,не пенсионер,женщина
9702,66412204,0,40,1,0,1,1,1,8000.0,3,3,отклика нет,работает,не пенсионер,мужчина
9703,66412295,0,36,1,0,0,2,2,23000.0,3,3,отклика нет,работает,не пенсионер,женщина
9704,66412390,0,43,1,0,1,2,2,10000.0,2,2,отклика нет,работает,не пенсионер,мужчина
9705,66412418,0,56,1,0,1,1,0,9000.0,2,2,отклика нет,работает,не пенсионер,мужчина
9706,66412460,1,23,1,0,1,0,0,16000.0,1,1,отклик,работает,не пенсионер,мужчина
9707,66412506,0,30,1,0,1,1,1,10000.0,2,2,отклика нет,работает,не пенсионер,мужчина
9708,66412728,0,57,1,1,1,0,0,25000.0,4,3,отклика нет,работает,пенсионер,мужчина
9709,66412748,0,23,1,0,1,0,0,50000.0,1,1,отклика нет,работает,не пенсионер,мужчина
9710,66413044,0,46,1,0,1,1,1,4300.0,2,2,отклика нет,работает,не пенсионер,мужчина
9711,66413794,0,60,1,0,1,0,0,11000.0,2,2,отклика нет,работает,не пенсионер,мужчина
9712,66413816,1,23,1,0,1,0,0,22000.0,1,1,отклик,работает,не пенсионер,мужчина
9713,66413872,0,37,1,0,0,2,2,8000.0,3,3,отклика нет,работает,не пенсионер,женщина
9714,66414026,0,57,0,1,1,0,0,8000.0,2,2,отклика нет,не работает,пенсионер,мужчина
9715,66414105,0,32,1,0,1,1,1,11000.0,2,2,отклика нет,работает,не пенсионер,мужчина
9716,66414108,0,33,1,0,0,2,2,25000.0,11,11,отклика нет,работает,не пенсионер,женщина
9717,66414146,1,34,1,0,0,2,2,16000.0,2,2,отклик,работает,не пенсионер,женщина
9718,66414157,0,53,1,0,1,2,1,4000.0,3,3,отклика нет,работает,не пенсионер,мужчина
9719,66414591,0,40,1,0,1,2,2,10000.0,2,2,отклика нет,работает,не пенсионер,мужчина
9720,66414667,1,38,1,0,1,3,2,10000.0,4,4,отклик,работает,не пенсионер,мужчина
9721,66414992,0,23,1,0,1,0,0,18000.0,1,1,отклика нет,работает,не пенсионер,мужчина
9722,66415148,0,53,1,0,0,1,0,7000.0,2,2,отклика нет,работает,не пенсионер,женщина
9723,66415780,1,29,1,0,0,1,1,23000.0,5,5,отклик,работает,не пенсионер,женщина
9724,66416374,0,45,1,0,1,2,1,9000.0,3,3,отклика нет,работает,не пенсионер,мужчина
9725,66416427,0,39,1,0,0,1,1,10000.0,2,2,отклика нет,работает,не пенсионер,женщина
9726,66416773,0,36,1,0,1,0,0,7200.0,3,3,отклика нет,работает,не пенсионер,мужчина
9727,66416852,0,32,1,0,0,1,1,15000.0,3,3,отклика нет,работает,не пенсионер,женщина
9728,66417554,0,34,1,0,1,1,1,7000.0,3,3,отклика нет,работает,не пенсионер,мужчина
9729,66417673,1,31,1,0,1,1,1,10000.0,4,4,отклик,работает,не пенсионер,мужчина
9730,66419095,0,39,1,0,0,1,1,12000.0,2,2,отклика нет,работает,не пенсионер,женщина
9731,66419349,0,45,1,0,1,1,0,10000.0,2,2,отклика нет,работает,не пенсионер,мужчина
9732,66419740,0,30,1,0,1,1,1,5300.0,3,3,отклика нет,работает,не пенсионер,мужчина
9733,66420543,0,29,1,0,0,0,0,27000.0,2,2,отклика нет,работает,не пенсионер,женщина
9734,66420656,0,26,1,0,0,1,1,9000.0,2,2,отклика нет,работает,не пенсионер,женщина
9735,66422803,0,31,1,0,1,1,1,7000.0,3,3,отклика нет,работает,не пенсионер,мужчина
9736,66423488,0,31,1,0,0,1,1,8000.0,2,2,отклика нет,работает,не пенсионер,женщина
9737,66423529,0,34,1,0,1,2,2,6400.0,2,2,отклика нет,работает,не пенсионер,мужчина
9738,66423610,0,33,1,0,1,1,1,12000.0,2,2,отклика нет,работает,не пенсионер,мужчина
9739,66424154,0,61,0,1,1,1,0,6000.0,2,2,отклика нет,не работает,пенсионер,мужчина
9740,66424273,0,53,1,0,1,2,1,20000.0,4,4,отклика нет,работает,не пенсионер,мужчина
9741,66425100,0,63,0,1,1,2,0,6000.0,3,3,отклика нет,не работает,пенсионер,мужчина
9742,66425223,1,46,1,0,1,2,1,6000.0,1,1,отклик,работает,не пенсионер,мужчина
9743,66426469,0,55,0,1,1,0,0,8000.0,2,2,отклика нет,не работает,пенсионер,мужчина
9744,66426668,0,26,1,0,1,0,0,11000.0,2,2,отклика нет,работает,не пенсионер,мужчина
9745,66426894,0,30,1,0,0,0,0,10000.0,2,2,отклика нет,работает,не пенсионер,женщина
9746,66427525,0,33,1,0,1,1,1,10300.0,2,2,отклика нет,работает,не пенсионер,мужчина
9747,66427744,0,33,1,0,1,1,1,12000.0,2,2,отклика нет,работает,не пенсионер,мужчина
9748,66427847,0,37,1,0,1,1,1,8000.0,2,2,отклика нет,работает,не пенсионер,мужчина
9749,66427892,0,29,1,0,1,1,1,9000.0,3,3,отклика нет,работает,не пенсионер,мужчина
9750,66428120,0,57,1,0,1,2,0,14000.0,2,2,отклика нет,работает,не пенсионер,мужчина
9751,66428403,0,35,1,0,1,1,1,14000.0,2,2,отклика нет,работает,не пенсионер,мужчина
9752,66428511,0,39,1,0,1,1,1,9000.0,2,2,отклика нет,работает,не пенсионер,мужчина
9753,66428839,1,28,1,0,1,1,1,17000.0,4,4,отклик,работает,не пенсионер,мужчина
9754,66429170,0,50,1,0,1,2,0,10000.0,4,4,отклика нет,работает,не пенсионер,мужчина
9755,66429178,0,47,1,0,0,1,1,10000.0,3,3,отклика нет,работает,не пенсионер,женщина
9756,66429200,0,63,0,1,0,4,0,6000.0,2,2,отклика нет,не работает,пенсионер,женщина
9757,66430154,0,65,1,0,1,0,0,17000.0,6,6,отклика нет,работает,не пенсионер,мужчина
9758,66430564,0,37,1,0,0,1,1,10000.0,2,2,отклика нет,работает,не пенсионер,женщина
9759,66430792,0,57,1,1,1,0,0,13000.0,2,2,отклика нет,работает,пенсионер,мужчина
9760,66431028,1,41,1,0,1,1,1,12000.0,3,3,отклик,работает,не пенсионер,мужчина
9761,66431039,0,37,1,0,1,1,1,7800.0,2,2,отклика нет,работает,не пенсионер,мужчина
9762,66431049,1,29,1,0,1,1,1,15500.0,4,4,отклик,работает,не пенсионер,мужчина
9763,66431479,0,27,1,0,1,2,2,10000.0,3,3,отклика нет,работает,не пенсионер,мужчина
9764,66431534,0,35,1,0,1,2,2,9000.0,4,4,отклика нет,работает,не пенсионер,мужчина
9765,66431938,0,29,1,0,1,1,1,11000.0,3,3,отклика нет,работает,не пенсионер,мужчина
9766,66432306,0,30,1,0,0,0,0,15000.0,4,4,отклика нет,работает,не пенсионер,женщина
9767,66432530,0,64,1,1,1,0,0,5000.0,3,3,отклика нет,работает,пенсионер,мужчина
9768,66432696,0,47,1,0,1,1,1,6000.0,3,3,отклика нет,работает,не пенсионер,мужчина
9769,66432857,0,41,1,0,1,2,2,9000.0,2,2,отклика нет,работает,не пенсионер,мужчина
9770,66432914,0,48,1,0,0,2,1,7000.0,2,2,отклика нет,работает,не пенсионер,женщина
9771,66433010,0,38,1,0,1,1,1,15000.0,2,2,отклика нет,работает,не пенсионер,мужчина
9772,66433331,0,30,1,0,1,1,1,9000.0,2,2,отклика нет,работает,не пенсионер,мужчина
9773,66433482,0,26,1,0,0,0,0,10000.0,2,2,отклика нет,работает,не пенсионер,женщина
9774,66433606,0,64,1,1,1,1,0,15500.0,3,3,отклика нет,работает,пенсионер,мужчина
9775,66433683,0,54,1,0,1,2,0,12000.0,3,3,отклика нет,работает,не пенсионер,мужчина
9776,66433984,0,44,1,0,0,2,2,17000.0,3,3,отклика нет,работает,не пенсионер,женщина
9777,66515607,0,39,1,0,1,1,1,7000.0,2,2,отклика нет,работает,не пенсионер,мужчина
9778,66515977,0,55,1,0,1,0,0,10000.0,2,2,отклика нет,работает,не пенсионер,мужчина
9779,66516141,0,34,1,0,1,2,2,8000.0,3,3,отклика нет,работает,не пенсионер,мужчина
9780,66516294,0,41,1,0,1,1,1,6500.0,2,2,отклика нет,работает,не пенсионер,мужчина
9781,66516484,0,35,1,0,0,1,1,7000.0,2,2,отклика нет,работает,не пенсионер,женщина
9782,66516742,0,57,0,1,1,2,0,3000.0,2,2,отклика нет,не работает,пенсионер,мужчина
9783,66517047,0,46,1,0,1,2,0,6500.0,2,2,отклика нет,работает,не пенсионер,мужчина
9784,66517291,0,34,1,0,0,1,0,25000.0,2,2,отклика нет,работает,не пенсионер,женщина
9785,66517368,0,40,1,0,1,0,0,12000.0,2,2,отклика нет,работает,не пенсионер,мужчина
9786,66518299,0,50,1,0,1,0,0,8000.0,2,2,отклика нет,работает,не пенсионер,мужчина
9787,66518301,0,27,1,0,1,1,1,8000.0,2,2,отклика нет,работает,не пенсионер,мужчина
9788,66518677,1,62,1,1,1,2,0,12000.0,2,2,отклик,работает,пенсионер,мужчина
9789,66518791,0,41,1,0,0,0,0,8000.0,2,2,отклика нет,работает,не пенсионер,женщина
9790,66518861,0,30,1,0,1,1,1,9000.0,3,3,отклика нет,работает,не пенсионер,мужчина
9791,66518888,0,47,1,0,1,2,0,5000.0,2,2,отклика нет,работает,не пенсионер,мужчина
9792,66519655,0,59,1,1,1,0,0,17000.0,2,2,отклика нет,работает,пенсионер,мужчина
9793,66519761,0,48,1,0,1,3,0,5000.0,2,2,отклика нет,работает,не пенсионер,мужчина
9794,66519762,0,63,1,1,1,0,0,13000.0,3,3,отклика нет,работает,пенсионер,мужчина
9795,66519800,0,42,1,0,0,2,2,20000.0,2,2,отклика нет,работает,не пенсионер,женщина
9796,66520027,0,42,1,0,1,1,0,12000.0,2,2,отклика нет,работает,не пенсионер,мужчина
9797,66520434,0,27,1,0,0,3,3,8000.0,2,2,отклика нет,работает,не пенсионер,женщина
9798,66520482,0,34,1,0,0,1,1,12000.0,2,2,отклика нет,работает,не пенсионер,женщина
9799,66520787,0,32,1,0,1,1,1,12000.0,3,3,отклика нет,работает,не пенсионер,мужчина
9800,66520919,0,52,1,0,1,3,1,15000.0,2,2,отклика нет,работает,не пенсионер,мужчина
9801,66521162,0,43,1,0,0,1,1,20000.0,2,2,отклика нет,работает,не пенсионер,женщина
9802,66521201,0,60,1,0,1,1,1,20000.0,2,2,отклика нет,работает,не пенсионер,мужчина
9803,66521230,0,40,1,0,1,2,2,7000.0,3,3,отклика нет,работает,не пенсионер,мужчина
9804,66521311,0,64,1,1,1,0,0,16000.0,4,4,отклика нет,работает,пенсионер,мужчина
9805,66521389,0,60,0,1,0,2,0,8000.0,1,1,отклика нет,не работает,пенсионер,женщина
9806,66521740,0,39,1,0,0,1,1,18000.0,4,4,отклика нет,работает,не пенсионер,женщина
9807,66522075,0,56,1,0,1,3,1,15000.0,2,2,отклика нет,работает,не пенсионер,мужчина
9808,66522088,0,62,0,1,1,2,0,7900.0,2,2,отклика нет,не работает,пенсионер,мужчина
9809,66522255,0,43,1,0,1,3,1,10000.0,2,2,отклика нет,работает,не пенсионер,мужчина
9810,66522320,0,26,1,0,1,1,1,12000.0,2,2,отклика нет,работает,не пенсионер,мужчина
9811,66522491,0,40,1,0,1,2,2,8000.0,3,3,отклика нет,работает,не пенсионер,мужчина
9812,66522844,0,37,1,0,0,0,0,15000.0,3,3,отклика нет,работает,не пенсионер,женщина
9813,66522958,0,30,1,0,0,0,0,22000.0,4,4,отклика нет,работает,не пенсионер,женщина
9814,66523346,0,33,1,0,1,1,1,20000.0,3,3,отклика нет,работает,не пенсионер,мужчина
9815,66523591,0,50,1,0,0,1,0,12000.0,2,2,отклика нет,работает,не пенсионер,женщина
9816,66523686,0,29,1,0,1,1,1,7000.0,2,2,отклика нет,работает,не пенсионер,мужчина
9817,66524505,0,37,1,0,0,1,1,15000.0,2,2,отклика нет,работает,не пенсионер,женщина
9818,66524694,0,62,1,1,1,2,0,16000.0,3,3,отклика нет,работает,пенсионер,мужчина
9819,66524810,0,61,1,0,1,0,0,17000.0,2,2,отклика нет,работает,не пенсионер,мужчина
9820,66524818,0,58,1,1,1,1,0,11000.0,3,3,отклика нет,работает,пенсионер,мужчина
9821,66524823,0,38,1,0,1,1,1,4500.0,3,3,отклика нет,работает,не пенсионер,мужчина
9822,66525218,0,44,1,0,1,3,1,10000.0,2,2,отклика нет,работает,не пенсионер,мужчина
9823,66525228,0,30,1,0,1,2,2,5900.0,3,3,отклика нет,работает,не пенсионер,мужчина
9824,66525306,0,33,1,0,1,2,2,7000.0,2,2,отклика нет,работает,не пенсионер,мужчина
9825,66525432,0,31,1,0,0,2,2,5500.0,2,2,отклика нет,работает,не пенсионер,женщина
9826,66525588,0,45,1,0,0,1,1,18000.0,2,2,отклика нет,работает,не пенсионер,женщина
9827,66525665,0,26,1,0,0,0,0,7000.0,2,2,отклика нет,работает,не пенсионер,женщина
9828,66525755,0,26,1,0,0,0,0,15000.0,2,2,отклика нет,работает,не пенсионер,женщина
9829,66525872,0,56,0,1,1,0,0,4600.0,2,2,отклика нет,не работает,пенсионер,мужчина
9830,66525878,0,64,1,0,1,0,0,15000.0,3,3,отклика нет,работает,не пенсионер,мужчина
9831,66526754,0,60,0,1,1,0,0,8000.0,2,2,отклика нет,не работает,пенсионер,мужчина
9832,66526955,0,36,1,0,0,3,3,10000.0,2,2,отклика нет,работает,не пенсионер,женщина
9833,66527063,0,27,1,0,0,1,1,6000.0,2,2,отклика нет,работает,не пенсионер,женщина
9834,66527132,0,58,1,1,1,2,0,18000.0,4,4,отклика нет,работает,пенсионер,мужчина
9835,66527133,0,55,1,0,1,0,0,10000.0,3,3,отклика нет,работает,не пенсионер,мужчина
9836,66527482,0,34,1,0,1,1,1,7200.0,5,5,отклика нет,работает,не пенсионер,мужчина
9837,66527674,0,47,1,0,1,1,1,8000.0,2,2,отклика нет,работает,не пенсионер,мужчина
9838,66527788,0,53,1,0,1,3,0,16000.0,4,4,отклика нет,работает,не пенсионер,мужчина
9839,66527909,0,25,1,0,0,0,0,17000.0,4,4,отклика нет,работает,не пенсионер,женщина
9840,66528144,1,37,1,0,1,0,0,12000.0,2,2,отклик,работает,не пенсионер,мужчина
9841,66528216,0,26,1,0,0,0,0,12000.0,2,2,отклика нет,работает,не пенсионер,женщина
9842,66528753,0,34,1,0,1,2,2,2000.0,2,2,отклика нет,работает,не пенсионер,мужчина
9843,66528867,0,41,1,0,1,2,1,8500.0,2,2,отклика нет,работает,не пенсионер,мужчина
9844,66528874,0,59,1,0,1,0,0,10000.0,3,3,отклика нет,работает,не пенсионер,мужчина
9845,66528981,0,41,1,0,1,1,0,10500.0,1,1,отклика нет,работает,не пенсионер,мужчина
9846,66529064,0,52,1,0,1,2,0,10000.0,3,3,отклика нет,работает,не пенсионер,мужчина
9847,66529723,0,55,0,1,1,2,0,7700.0,4,4,отклика нет,не работает,пенсионер,мужчина
9848,66529781,0,35,1,0,1,1,0,7000.0,3,3,отклика нет,работает,не пенсионер,мужчина
9849,66529791,0,41,1,0,1,1,1,15000.0,3,3,отклика нет,работает,не пенсионер,мужчина
9850,66530062,0,38,1,0,1,1,1,10000.0,2,2,отклика нет,работает,не пенсионер,мужчина
9851,66530147,0,35,1,0,0,2,2,12500.0,3,3,отклика нет,работает,не пенсионер,женщина
9852,66530223,0,38,1,1,1,3,3,8000.0,2,2,отклика нет,работает,пенсионер,мужчина
9853,66530285,0,41,1,0,1,2,1,15000.0,2,2,отклика нет,работает,не пенсионер,мужчина
9854,66530415,0,55,1,0,1,2,0,17000.0,3,3,отклика нет,работает,не пенсионер,мужчина
9855,66530512,0,61,1,1,1,0,0,19000.0,2,2,отклика нет,работает,пенсионер,мужчина
9856,66530646,0,38,1,0,1,1,1,10000.0,3,3,отклика нет,работает,не пенсионер,мужчина
9857,66530733,1,36,1,0,1,0,0,7000.0,2,2,отклик,работает,не пенсионер,мужчина
9858,66531091,0,51,1,0,1,0,0,10000.0,2,2,отклика нет,работает,не пенсионер,мужчина
9859,66531092,0,33,1,0,0,2,2,5000.0,7,7,отклика нет,работает,не пенсионер,женщина
